"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"5912",491,316,71,131,241,357,240,173,101,187
"5913",102,621,46,56,93,142,70,251,97,68
"5914",169,198,125,23,152,176,59,219,49,263
"5915",1684,2197,1476,776,1271,1642,1345,3182,1693,993
"5916",10540,13052,5099,13046,21043,10193,5578,9741,4443,8193
"5917",628,1028,90,328,459,381,308,885,443,1931
"5918",62,48,1,38,0,49,2,6,3,5
"5919",2162,2105,1111,1522,1680,5286,1226,1895,955,984
"5920",2838,1057,719,7164,1551,1033,1532,2250,898,1260
"5921",44,67,26,64,279,98,40,61,55,216
"5922",13,17,9,12,14,11,10,201,144,13
"5923",203,56,50,5,1,47,0,3,0,6
"5924",133,160,39,85,142,56,133,122,85,107
"5925",600,304,343,400,791,469,462,625,247,330
"5926",6,0,40,34,133,0,20,1,0,3
"5927",15385,12901,4341,14932,12687,4459,8392,76119,9008,6396
"5928",7608,4247,1716,3562,3901,3816,2117,4722,2993,2523
"5929",23,13,8,0,20,1,6,19,8,12
"5930",1507,1225,4929,1118,1530,459,128,195,507,520
"5931",6,8,4,3,9,16,4,10,3,9
"5932",22,29,30,23,28,24,32,259,25,31
"5933",10,16,17,23,12,9,14,15,11,18
"5934",4678,5443,2733,4155,4855,2869,3465,4242,2728,3606
"5935",199,22,10,19,24,15,14,21,26,25
"5936",7281,7898,5036,6803,5396,6770,6662,12100,4185,4627
"5937",2,10,4,4,11,5,74,2,7,5
"5938",1882,3229,903,2452,3849,20476,1522,2898,1839,2566
"5939",39,31,93,29,72,40,29,60,12,17
"5940",553,1236,411,1011,884,905,698,734,3022,987
"5941",1,2,1,18,2,1,9,8,2,3
"5942",12016,11811,4136,9820,6860,9640,3417,3758,5902,8408
"5943",635,592,285,958,548,516,362,346,440,356
"5944",4,8,20,4,24,7,4,25,4,13
"5945",6,1,4,15,4,7,3,0,7,2
"5946",2437,3418,1236,2151,1641,1914,1573,2083,1426,551
"5947",70,73,155,59,806,10,60,1,40,43
"5948",121,17,30,74,36,27,38,50,13,48
"5949",126,43,91,72,111,95,82,177,69,103
"5950",384,536,277,496,361,499,177,562,132,376
"5951",30,40,21,444,28,21,33,173,27,17
"5952",55,81,113,151,86,38,101,131,64,68
"5953",331,100,629,44,105,18,161,167,388,89
"5954",16,10,1,1,1,10,1,0,1,1
"5955",14,13,0,7,24,13,13,17,3,3
"5956",38,38,5,43,32,16,33,36,0,10
"5957",367,384,231,450,300,283,246,284,493,252
"5958",11886,6851,4444,9270,7316,7190,5572,13455,5832,6179
"5959",342,276,245,438,392,289,379,612,210,277
"5960",101,99,59,287,27,45,69,39,25,51
"5961",2869,1462,1094,2240,2586,1794,1165,1028,1347,1498
"5962",545,2138,983,811,574,223,9140,326,555,337
"5963",2,6,1,5,48,2,1,1,3,4
"5964",79,97,258,115,103,143,20,163,64,86
"5965",266,228,101,143,161,91,61,80,24,93
"5966",601,255,237,162,304,358,1791,396,277,360
"5967",4,2,4,6,1,5,1,1,6,1
"5968",35,7,11,20,36,15,22,11,23,17
"5969",1972,1083,1532,3068,1879,930,596,3257,9084,1075
"5970",27524,33588,11417,25214,25163,18674,21019,23685,15576,19722
"5971",35,14,14,11,28,8,10,16,9,7
"5972",95,1469,83,140,127,134,65,148,126,96
"5973",121,27,41,327,89,343,123,643,94,17
"5974",145,122,89,81,39,55,92,171,23,46
"5975",5,2,0,10,10,5,1,5,3,5
"5976",2681,932,749,987,943,1087,778,2080,1199,1324
"5977",273,208,121,151,153,198,118,413,180,143
"5978",852,515,456,789,4341,585,592,550,569,594
"5979",853,5399,259,762,324,279,332,322,278,360
"5980",10,58,112,5,16,38,11,20,32,65
"5981",25,21,23,23,65,20,111,19,38,4
"5982",618,1744,4437,645,1381,1382,737,7857,641,528
"5983",2488,1030,747,603,668,1024,383,927,784,1623
"5984",3445,2392,1043,2274,1529,1435,21587,1440,1583,1304
"5985",7,47,3,4,25,0,5,6,4,7
"5986",30,20,4,36,38,132,29,26,275,34
"5987",314,347,163,66,759,214,566,490,301,226
"5988",3270,3624,3344,4493,2557,4871,2476,5561,3307,3421
"5989",178,47,113,109,48,55,91,82,152,93
"5990",2,9,4,16,8,13,17,9,2,8
"5991",1339,1008,578,1682,1010,777,865,909,707,562
"5992",244,117,260,2911,1486,71,193,238,126,482
"5993",1386,2128,1490,2495,1865,1373,757,1523,1406,1114
"5994",12,11,3,9,30,6,12,7,9,7
"5995",38,43,24,41,53,26,12,42,29,24
"5996",3,2,9,9,7,1,1,50,6,3
"5997",0,146,0,511,6,3,125,179,29,25
"5998",11,23,8,24,19,10,15,109,10,6
"5999",167,814,446,9,290,1237,22,117,1448,36
"6000",30,54,42,100,116,60,53,124,55,94
"6001",0,1,16,5,3,6,1,1,1,1
"6002",0,0,0,10,120,0,0,6,0,0
"6003",239,199,63,175,165,195,185,143,120,103
"6004",377,300,270,269,245,207,232,203,154,180
"6005",755,707,833,777,332,880,561,638,727,917
"6006",36,7,12,9,6,42,12,1,8,7
"6007",78,65,26,23,686,361,35,33,43,35
"6008",7,9,4,5,8,5,85,13,5,7
"6009",672,988,153,406,472,218,140,417,305,268
"6010",376,387,86,233,469,434,122,411,195,448
"6011",9,0,22,23,10,24,1,28,63,0
"6012",6,8,0,7,42,24,6,6,30,2
"6013",125,155,114,123,301,92,287,152,214,80
"6014",4,0,2,2,5,3,2,1,2,4
"6015",156,227,81,187,151,144,158,100,154,70
"6016",59,61,28,42,29,22,55,39,26,38
"6017",142,667,46,90,53,77,59,102,58,58
"6018",754,694,443,655,6356,431,453,5726,612,202
"6019",6,3,2,10,1,2,3,3,16,6
"6020",310,2848,685,214,270,623,205,292,9033,449
"6021",1133,910,534,979,763,902,1023,637,854,730
"6022",8,0,0,3,1,2,1,0,1,1
"6023",19,5,14,19,6,10,9,33,13,1
"6024",614,407,165,431,378,319,248,411,277,382
"6025",3,4,6,3,1,3,3,7,2,7
"6026",3567,4201,2124,3765,4296,1835,3314,3054,2111,25108
"6027",159,63,26,125,92,59,70,44,63,43
"6028",398,200,182,317,244,293,254,257,242,296
"6029",238,219,263,168,282,349,210,159,200,161
"6030",784,566,420,1016,549,660,4235,1014,544,457
"6031",77,104,37,110,52,55,19,95,67,59
"6032",156,102,112,262,215,108,179,77,78,222
"6033",576,1451,626,800,613,6042,244,792,412,613
"6034",0,9,0,6,10,0,2,0,1,0
"6035",1,6,4,1,1,0,0,1,3,0
"6036",1074,2211,791,1499,2532,1114,1104,10328,1010,1263
"6037",26,26,104,20,29,109,20,11,9,6
"6038",1931,1356,1310,1654,2842,8456,1229,1597,1739,1015
"6039",2805,1409,9216,1724,2163,997,795,1028,1455,6145
"6040",4533,2593,633,2176,1536,1695,870,4438,1391,2492
"6041",3,11,0,1,1,0,1,2,0,5
"6042",64,129,38,103,62,108,112,99,42,67
"6043",54,87,43,47,138,48,39,62,58,45
"6044",638,405,255,581,5100,366,405,401,345,488
"6045",268,330,1236,359,193,268,216,216,242,300
"6046",787,4088,502,163,386,162,953,631,379,575
"6047",3,1,0,0,0,0,5,2,2,0
"6048",95,91,68,60,63,30,48,62,32,87
"6049",382,246,187,318,358,202,267,333,204,177
"6050",1325,1784,1121,2606,2322,1826,1275,1380,1355,1254
"6051",759,450,587,675,759,901,818,695,772,2708
"6052",33,52,21,37,26,23,36,56,33,40
"6053",827,222,150,266,275,358,391,156,194,227
"6054",16,19,17,32,21,10,39,37,13,21
"6055",3,2,1,7,1,1,2,2,1,0
"6056",675,572,222,464,497,282,457,337,425,363
"6057",1201,522,512,447,641,786,1074,839,775,781
"6058",370,147,36,160,72,63,152,22,234,179
"6059",660,373,549,756,709,618,650,1145,745,784
"6060",861,584,343,680,729,279,733,496,504,438
"6061",908,982,517,914,1084,672,691,764,653,768
"6062",1387,2020,1717,2026,1713,985,2843,2260,1428,1765
"6063",175,1533,15,2227,42,111,606,2558,337,5
"6064",11,0,4,44,95,1,10,0,31,3
"6065",9,6,19,1,1,2,2,3,0,3
"6066",209,188,120,121,189,854,193,258,82,75
"6067",1330,722,883,924,662,745,775,1655,419,517
"6068",1015,984,398,1144,841,699,710,1032,484,894
"6069",9551,6906,4867,8813,12131,7548,9422,10661,7338,9043
"6070",1323,1210,563,911,1218,1127,335,1033,1074,485
"6071",1,67,87,28,10,0,0,0,0,602
"6072",12,21,54,8,12,63,0,40,13,3
"6073",46,0,2,2,18,13,66,7,3,25
"6074",1089,594,408,551,439,876,814,807,622,463
"6075",1496,1401,825,1577,1365,1368,1033,1124,717,1288
"6076",10,3,3,8,11,21,6,7,11,4
"6077",230,142,134,178,127,206,108,118,134,102
"6078",2084,1484,1353,2092,1469,1588,1340,1649,751,1055
"6079",6,112,39,38,117,388,376,97,36,86
"6080",1135,1013,198,803,435,773,417,1013,361,594
"6081",132,66,55,1477,107,153,31,161,49,41
"6082",869,683,654,467,686,460,815,626,486,498
"6083",2,5,2,2,2,9,2,2,4,4
"6084",6,1,3,3,1,3,4,3,1,5
"6085",55,15,16,70,48,47,20,77,42,14
"6086",64,92,75,66,75,123,91,94,28,44
"6087",2115,2415,782,2298,642,2140,2599,947,1440,1155
"6088",46,43,23,56,37,58,27,77,21,31
"6089",44,32,3,17,10,22,29,27,28,28
"6090",242,121,96,199,131,175,190,181,756,136
"6091",3,83,90,11,2,118,1,301,177,248
"6092",64,81,47,41,156,49,110,39,63,40
"6093",60,5,37,78,0,136,158,47,2,51
"6094",226,262,157,215,361,125,314,129,143,83
"6095",2495,3621,2846,2462,1331,1089,613,518,3281,1393
"6096",9497,10424,4954,6202,8987,15308,5177,9933,4846,85141
"6097",160,19,11,8,36,12,34,7,11,5
"6098",7,11,10,14,10,11,4,8,6,7
"6099",12185,4328,6215,18575,47536,6618,5323,5369,3447,5540
"6100",61,7,80,41,192,27,3,11,47,9
"6101",65,34,30,26,18,23,21,67,46,43
"6102",12191,1074,722,1122,1303,1009,901,1030,521,852
"6103",2078,2693,17679,3808,2510,2176,1132,2208,1473,1537
"6104",713,36,50,61,45,30,52,38,19,35
"6105",238,177,58,183,236,197,83,248,75,55
"6106",3,1,1,9,7,1,15,1,8,1
"6107",1277,982,709,1671,1647,1071,970,1109,584,992
"6108",60,41,66,19,16,61,11,42,220,46
"6109",784,1729,1009,1344,1862,636,828,1260,810,2731
"6110",7,7,1,13,13,4,5,5,7,8
"6111",1213,875,406,7097,951,814,863,997,562,624
"6112",177,432,101,196,275,198,89,131,205,57
"6113",31,37,16,84,35,51,43,39,27,90
"6114",12,19,14,3,4,4,81,45,5,10
"6115",775,1620,563,954,992,760,953,1001,505,580
"6116",7,0,4,12,0,0,0,33,3,0
"6117",27,211,15,13,51,16,6,18,19,9
"6118",1034,1438,424,807,927,712,875,892,474,3231
"6119",1232,974,526,962,801,831,807,938,628,688
"6120",1096,725,3459,816,871,536,446,637,688,734
"6121",10069,10706,6460,6366,8102,8197,7276,12261,7322,7730
"6122",44,110,44,6,150,16,44,99,34,84
"6123",4,62,6,17,10,43,0,5,7,3
"6124",80,307,49,200,234,126,176,791,108,107
"6125",75,434,48,72,53,77,48,64,71,60
"6126",36,53,336,52,12,428,13,37,66,90
"6127",2,4,3,5,2,1,1,2,4,1
"6128",2,5,3,1,5,59,2,0,0,0
"6129",79,70,70,60,372,39,43,37,252,31
"6130",16,23,7,13,30,14,6,18,13,7
"6131",7,7,6,7,8,3,8,9,10,7
"6132",35,49,42,54,49,85,22,11,508,48
"6133",469,1876,238,255,261,271,62,2960,351,405
"6134",113,153,20,0,11,43,105,55,2,246
"6135",3134,2601,991,4830,2179,1212,1036,18824,1649,1377
"6136",2373,425,114,334,199,222,157,485,296,350
"6137",16,30,15,23,9,13,6,9,5,12
"6138",131,92,47,112,76,116,69,124,45,101
"6139",910,548,185,380,372,224,648,351,639,475
"6140",369,345,40,147,481,96,1386,181,238,256
"6141",309,28,106,266,39,277,240,851,160,117
"6142",2,1,3,3,6,3,3,10,1,90
"6143",65,33,23,33,33,27,18,19,164,28
"6144",324,82,44,18,765,7,70,26,131,43
"6145",669,710,188,443,327,460,277,593,2121,265
"6146",3957,3013,1725,3665,3232,3201,3249,2541,1974,2120
"6147",1168,941,3674,1299,1337,749,752,987,694,759
"6148",174,74,111,143,77,73,163,216,146,155
"6149",14917,1261,697,1111,1479,1281,1057,1370,866,842
"6150",177,171,119,195,210,124,72,144,122,615
"6151",18,34,12,12,6,18,70,75,85,1
"6152",718,564,458,653,837,343,679,641,323,515
"6153",24,34,10,41,207,24,14,31,24,16
"6154",13,13,6,24,8,4,13,7,30,12
"6155",1860,22450,841,1685,3262,10293,1000,1948,1665,2316
"6156",1030,624,570,643,960,996,7960,861,728,654
"6157",88,35,36,658,70,99,70,77,174,225
"6158",1,6,3,26,1,2,4,20,1,9
"6159",2128,1161,1271,875,1457,1878,854,2277,755,1051
"6160",164,62,96,281,266,115,948,198,169,134
"6161",10129,6348,2994,1333,7836,4661,1513,7155,1419,3973
"6162",0,0,0,0,0,1,1,2,0,7
"6163",1310,9906,976,705,1901,1521,793,1638,908,1653
"6164",3520,2247,1625,1484,1790,2316,1943,2687,1356,2268
"6165",7,3,9,10,11,7,6,2,1,9
"6166",13,139,36,61,71,14,8,62,7,35
"6167",1563,314,51,119,159,164,60,550,447,230
"6168",14,12,3,7,2,6,1,25,4,3
"6169",4,4,2,1,9,19,7,0,5,12
"6170",9,7,4,6,4,1,9,5,5,4
"6171",4,3,3,4,3,5,0,5,1,4
"6172",262,21,15,9,26,21,22,12,34,40
"6173",16,31,44,58,17,29,45,13,28,31
"6174",6,60,12,67,45,69,21,82,2,3
"6175",1324,1650,1162,1837,1325,1372,1375,1327,539,1358
"6176",509,879,437,596,800,542,574,656,212,473
"6177",7,4,28,26,155,55,18,227,59,112
"6178",443,487,259,544,526,358,346,320,183,528
"6179",2882,3171,1952,3391,2973,2999,1582,1855,1427,1862
"6180",109,37,56,48,179,65,31,11,479,22
"6181",225,202,90,522,174,290,41,115,305,228
"6182",1228,1065,653,1676,1147,4653,1111,1552,892,843
"6183",303,162,228,610,559,223,208,357,275,178
"6184",1717,1725,824,1924,983,1547,1263,1514,1142,974
"6185",1348,863,583,934,1303,713,886,864,603,717
"6186",1264,778,616,814,689,691,4755,1182,631,593
"6187",3119,2459,1657,2925,3302,2187,1895,3038,1743,2057
"6188",175,154,126,190,295,228,258,536,122,169
"6189",40,50,41,121,178,86,8,27,232,65
"6190",15515,2807,1482,30105,6433,2876,2784,3545,13526,819
"6191",62,72,34,55,37,50,56,60,32,43
"6192",414,343,164,996,3453,296,157,369,173,296
"6193",4,0,0,6,0,1,3,0,2,1
"6194",200,145,79,131,223,160,146,162,75,123
"6195",4,3,0,3,0,4,3,6,5,3
"6196",124,104,58,893,26,88,83,790,63,73
"6197",46,41,11,39,26,6,37,8,25,23
"6198",5,5,14,227,2,1,5,4,0,28
"6199",406,654,337,618,442,304,293,310,206,329
"6200",312,2726,261,223,190,382,289,339,117,123
"6201",2,32,5,3,1,0,1,0,1,0
"6202",15,111,4,11,0,1,53,47,28,14
"6203",89,49,65,80,44,24,49,80,42,38
"6204",25,26,14,19,55,160,32,31,30,61
"6205",851,618,638,290,829,1042,683,1191,721,339
"6206",349,349,168,355,315,157,372,286,426,162
"6207",49,73,21,64,35,23,66,53,23,18
"6208",202,0,2,53,29,3,5,2,13,0
"6209",5,0,7,0,0,11,2,0,7,4
"6210",508,529,277,565,579,293,307,393,345,438
"6211",0,0,0,0,3,0,11,2,1,0
"6212",1049,856,918,1132,889,411,808,548,955,726
"6213",0,17,4,40,48,0,0,0,1,0
"6214",5658,4077,2524,4410,5340,3241,4128,5254,2045,2867
"6215",942,1247,540,1101,1555,957,426,1072,777,571
"6216",671,368,308,323,316,343,240,491,375,308
"6217",856,713,238,828,626,352,490,646,459,545
"6218",4676,833,363,511,594,827,1143,474,547,365
"6219",18,12,24,11,15,30,11,39,13,26
"6220",1,8,1,4,1,2,2,0,8,0
"6221",0,127,9,21,20,1,54,25,0,10
"6222",1,2,0,0,0,6,0,4,0,0
"6223",12,9,7,33,5,32,19,1,7,4
"6224",290,656,302,744,652,339,909,387,467,425
"6225",136,90,75,46,79,73,395,76,50,65
"6226",33,36,15,36,15,7,9,41,13,15
"6227",778,405,398,365,378,391,468,402,490,411
"6228",163,280,59,205,244,55,169,208,305,18
"6229",964,1699,305,1309,595,1343,347,4552,207,813
"6230",5,0,0,3,1,8,6,4,9,1
"6231",88,464,58,98,67,49,39,79,70,21
"6232",285,434,242,351,226,242,203,250,1911,1654
"6233",28,22,28,28,22,30,11,118,359,98
"6234",282,297,187,324,236,298,367,347,181,266
"6235",9,1,2,0,1,0,2,2,3,3
"6236",22690,11259,15904,19852,18115,13143,10505,12215,14872,14222
"6237",498,1287,79,847,268,394,152,1087,853,182
"6238",82,0,297,3,27,3,24,0,283,262
"6239",8,1,1,12,5,12,7,26,3,5
"6240",675,332,414,526,241,132,180,940,2098,345
"6241",1441,1068,752,934,1172,725,493,778,757,759
"6242",718,2799,1281,891,638,2209,518,2011,350,220
"6243",111,35,34,55,67,62,40,67,58,43
"6244",277,305,244,178,88,192,776,227,68,82
"6245",2,0,3,15,4,0,0,0,0,1
"6246",66,177,79,102,83,103,88,182,85,23
"6247",993,735,539,633,795,858,897,993,494,473
"6248",2,20,1,10,5,3,59,30,4,21
"6249",7,2,1,0,10,9,4,14,1,0
"6250",78,74,59,86,62,69,63,51,59,63
"6251",291,244,167,333,305,216,176,261,131,156
"6252",701,1866,648,934,287,1013,637,649,490,474
"6253",576,509,382,418,3087,338,538,435,295,540
"6254",1051,613,821,679,874,624,353,1935,570,799
"6255",24,33,17,39,20,72,12,66,22,47
"6256",18,107,22,47,74,27,77,27,469,44
"6257",7,5,11,3,2,10,4,2,5,1
"6258",73,65,22,85,58,43,19,32,58,21
"6259",1565,1247,1079,2292,1730,1672,2326,1803,8454,1749
"6260",330,239,1547,361,337,412,339,321,155,298
"6261",5995,3183,3733,3685,6441,2847,2979,6396,2761,3341
"6262",1,122,0,8,0,0,2,5,2,2
"6263",543,647,367,556,959,444,405,466,452,289
"6264",240,188,159,100,211,127,105,217,63,100
"6265",9,8,7,34,0,18,33,0,3,80
"6266",1241,2571,466,651,1243,439,465,978,514,196
"6267",684,792,384,739,3574,601,197,591,351,328
"6268",407,377,332,592,403,4029,279,394,178,293
"6269",452,458,249,311,228,221,1262,110,317,225
"6270",651,303,145,153,287,245,148,267,271,255
"6271",21009,94269,12832,43446,17153,13852,242382,29072,4847,14077
"6272",15,10,44,33,35,13,6,44,16,7
"6273",172,187,106,322,328,468,90,158,105,102
"6274",910,1767,632,1396,1023,781,790,902,723,996
"6275",3952,3265,1780,2273,2351,2006,1183,6195,1613,1040
"6276",1610,1064,2056,891,859,702,1098,1325,713,900
"6277",8025,3236,1769,1909,6945,5020,2722,3164,60715,23849
"6278",282,425,267,322,339,464,197,427,265,228
"6279",345,245,237,489,454,264,299,406,216,1215
"6280",21,7,26,9,11,8,23,53,15,7
"6281",1683,1123,1063,1451,1468,983,903,1099,1446,1244
"6282",86,27,38,31,24,27,27,34,98,27
"6283",173,272,171,322,218,98,354,230,265,146
"6284",769,959,456,897,574,678,503,714,490,365
"6285",94,18,23,72,182,51,95,21,43,14
"6286",1007,2101,751,2308,2466,879,1950,1651,1082,914
"6287",1494,1714,682,2143,1917,997,1801,10379,2279,1035
"6288",19,25,10,22,16,20,15,23,19,15
"6289",7,15,2,3,1,9,19,14,11,120
"6290",9653,4228,3039,5587,5716,4463,5836,3308,3145,6030
"6291",5,2,3,16,10,1,4,5,2,0
"6292",46,24,7,53,38,7,11,53,19,6
"6293",2,8,2,3,0,0,3,0,2,0
"6294",3,14,3,12,4,4,3,5,2,13
"6295",162,476,442,963,554,314,285,628,257,206
"6296",359,177,164,143,169,131,70,201,136,106
"6297",175,77,40,173,80,130,42,145,64,85
"6298",18,27,9,0,1,6,1,1,15,9
"6299",326,703,140,392,454,504,413,691,443,1680
"6300",4094,4580,2486,3308,3116,2960,1504,2668,2005,2101
"6301",110,843,203,2094,514,1079,313,1227,347,184
"6302",180,89,39,45,61,108,83,128,66,66
"6303",2489,4155,2622,6198,2505,3801,2427,2452,2708,1299
"6304",266,112,1495,248,166,224,211,81,244,296
"6305",702,1069,335,1045,639,590,4538,335,612,515
"6306",26,5,1,4,8,2,2,9,1,6
"6307",257,105,407,54,127,156,70,51,64,61
"6308",553,1009,520,889,1042,663,905,974,713,498
"6309",199,103,69,82,186,199,125,198,243,44
"6310",6,9,4,4,0,2,0,1,0,3
"6311",16952,1024,1178,1485,837,1060,1431,1710,922,1127
"6312",4194,3477,1082,3443,2539,1578,1402,1799,955,1336
"6313",4389,36652,2515,9875,9896,5909,4907,80592,4988,4753
"6314",759,575,571,733,821,450,555,773,269,552
"6315",2719,3202,2500,2845,4842,2501,2258,1845,1841,2269
"6316",490,837,224,569,1058,345,507,703,615,482
"6317",125,167,42,57,38,87,58,167,60,36
"6318",127,292,107,185,236,223,242,255,111,124
"6319",14,17,47,27,28,217,12,41,20,14
"6320",179,150,422,125,104,97,63,126,59,43
"6321",1965,15,76,576,263,107,69,367,49,55
"6322",39,74,80,120,55,11,26,53,46,54
"6323",74,694,478,73,63,48,39,86,59,291
"6324",11406,4494,4127,6274,6276,7738,4362,9666,6191,7221
"6325",75,123,78,90,70,51,544,88,32,46
"6326",0,91,1,362,63,94,82,87,0,0
"6327",874,382,224,274,385,400,6100,297,2553,171
"6328",1379,2059,729,1518,1605,2193,1160,1212,1048,377
"6329",10,12,9,6,2,10,3,9,9,22
"6330",8,22,6,13,12,15,17,14,23,11
"6331",196,77,78,140,121,85,43,133,190,99
"6332",6599,5932,3708,30458,5489,4486,3631,5394,35882,4090
"6333",145,237,77,66,137,237,100,197,72,78
"6334",207,140,63,140,131,210,151,226,113,98
"6335",4,3,3,5,8,9,0,13,0,5
"6336",506,660,262,316,537,327,541,511,561,305
"6337",717,186,44,132,479,323,191,41,23,127
"6338",1040,765,308,795,744,919,323,1285,664,1562
"6339",14494,1745,1589,2013,1788,1946,1523,1309,1468,1059
"6340",265,91,114,263,210,61,65,121,103,345
"6341",86,118,85,138,130,136,116,111,72,125
"6342",186,344,57,196,51,218,52,171,0,69
"6343",65,106,45,77,64,107,79,44,56,46
"6344",6,4,1,3,4,1,8,4,2,2
"6345",296,3136,145,173,71,160,226,1460,68,128
"6346",341,304,105,216,193,190,136,236,1102,150
"6347",83,82,60,83,562,76,62,97,66,70
"6348",11,46,30,34,32,26,25,24,8,8
"6349",84,443,94,274,211,65,241,233,195,152
"6350",333,584,592,376,816,383,245,1536,936,86
"6351",1751,1467,544,2356,2762,14742,1472,1244,1407,1201
"6352",319,224,338,599,388,462,623,410,177,264
"6353",1644,484,581,891,1174,1538,1367,752,2026,1194
"6354",24,2,0,4,3,4,1,1,32,5
"6355",24,5,6,8,2,2,7,7,0,5
"6356",13,0,0,1,2,7,1,3,0,3
"6357",533,655,513,843,354,588,440,607,495,506
"6358",228,276,161,93,592,322,162,363,99,147
"6359",157,123,36,186,133,231,65,202,45,97
"6360",22953,9333,814,2780,1700,1241,785,1074,1639,3944
"6361",103719,8238,4678,16922,10637,16760,8531,15285,2808,12950
"6362",2417,2785,1574,1944,1909,1603,1729,1662,1114,956
"6363",409,553,296,437,573,391,456,488,429,448
"6364",62,42,33,58,79,72,25,65,48,55
"6365",376,167,192,256,412,1994,413,142,169,245
"6366",2967,17789,1037,1483,1059,1784,2013,1839,1540,795
"6367",5152,3652,2954,3330,3830,3938,2842,3153,2389,3238
"6368",99,32,172,51,46,42,44,30,48,44
"6369",140,157,40,44,684,53,45,84,168,52
"6370",1060,1061,727,894,1057,1694,655,1107,869,682
"6371",15,26,8,13,7,68,7,58,6,3
"6372",243,127,49,156,181,76,66,148,108,86
"6373",1385,168,129,329,174,119,179,143,128,73
"6374",968,641,634,663,878,535,825,364,586,624
"6375",5941,3924,1876,20402,3760,3294,3218,27622,1890,16881
"6376",24201,15039,11756,20195,22220,17056,22615,17790,11660,17552
"6377",1150,888,662,1194,816,746,804,950,513,6504
"6378",573,465,284,574,458,285,504,480,271,577
"6379",4500,543,426,320,391,110,261,678,206,2048
"6380",928,948,516,928,771,682,755,655,3851,586
"6381",491,48,219,439,383,10616,219,377,241,670
"6382",998,1558,1120,2316,1880,1310,1179,1594,983,1036
"6383",4,23,2,8,15,6,1,6,1,19
"6384",438,3611,620,1207,583,93,1485,1366,1026,542
"6385",346,323,212,216,194,227,158,152,258,139
"6386",339,2891,151,349,404,219,87,371,324,239
"6387",11,2,6,42,80,37,0,41,4,23
"6388",245,703,221,563,349,6285,402,464,306,267
"6389",44,37,32,80,49,44,28,51,23,50
"6390",77,143,32,94,68,146,113,51,201,36
"6391",1224,1278,541,1188,1255,1261,571,843,494,622
"6392",2760,4056,2379,4864,21386,3303,3576,2845,1150,1988
"6393",14210,7430,6446,7795,10781,8057,10178,10825,4404,6553
"6394",600,96,44,126,123,218,61,97,108,80
"6395",647,34,172,90,2677,189,353,68,140,83
"6396",95,5,32,73,139,5,31,0,6,65
"6397",28,47,21,26,52,28,43,44,37,31
"6398",5,23,6,10,12,15,3,1,3,1
"6399",85,131,118,239,169,165,48,177,87,87
"6400",5,1,2,1,0,0,4,0,0,1
"6401",427,282,251,297,268,321,232,235,175,124
"6402",390,218,34,0,917,3,246,2043,184,5
"6403",0,4,4,5,30,1,15,3,5,4
"6404",157,570,207,363,421,109,142,336,132,48
"6405",320,623,211,107,285,187,42,109,89,46
"6406",845,3017,938,1196,971,1267,1033,2864,1356,1470
"6407",14,19,59,28,4,9,25,15,22,11
"6408",109,26,18,79,47,18,17,29,27,63
"6409",18,137,43,243,5,15,13,9,63,56
"6410",266,150,76,290,139,113,52,126,120,187
"6411",4,13,2,7,8,1,7,32,1,15
"6412",279,489,211,2734,323,139,181,463,220,260
"6413",725,275,289,315,429,396,287,301,265,265
"6414",53,20,22,53,61,37,34,38,239,27
"6415",285,329,115,572,385,381,981,3197,306,328
"6416",5896,7353,4603,5169,7170,3812,4140,4035,3558,4762
"6417",580,488,340,993,720,2993,410,988,564,422
"6418",0,0,0,0,2,4,2,5,6,4
"6419",67,107,44,70,63,47,88,66,53,40
"6420",25,6,20,9,97,23,99,24,7,10
"6421",2,0,0,9,11,0,0,1,0,6
"6422",611,486,238,462,864,654,510,649,448,375
"6423",37,105,3,34,11,36,34,14,60,14
